order_id,order_timestamp,delivered_timestamp,driver_id,restaurant_id,cust_id,delivery_region,discount_applied,discount_code,order_total,discount_pc,status
100224,2021-06-18 17:10:00,2021-06-18 17:40:00,305,3,1268,Galway,False,No Discount,24.38,0.0,COMPLETED
100225,2021-11-29 17:55:00,2021-11-29 18:22:00,341,83,1269,Galway,False,No Discount,24.38,0.0,COMPLETED
100226,2021-01-18 19:44:00,2021-01-18 20:11:00,311,20,1270,Galway,False,No Discount,24.16,0.0,COMPLETED
100227,2021-12-15 20:00:00,2021-12-15 20:27:00,313,213,1271,Galway,False,No Discount,23.99,0.0,COMPLETED
100228,2021-02-03 18:36:00,2021-02-03 19:03:00,56,47,1272,Dublin,False,No Discount,23.94,0.0,COMPLETED
100229,2021-11-19 17:20:00,2021-11-19 17:47:00,267,207,1273,Dublin,False,No Discount,23.94,0.0,COMPLETED
100230,2021-02-19 18:33:00,2021-02-19 19:00:00,314,48,1274,Dublin,False,No Discount,23.89,0.0,COMPLETED
100231,2021-10-03 20:56:00,2021-10-03 21:23:00,29,8,1293,Cork,False,No Discount,23.89,0.0,COMPLETED
100232,2021-06-23 17:57:00,2021-06-23 18:27:00,372,12,1275,Dublin,False,No Discount,23.84,0.0,COMPLETED
100233,2021-11-26 22:35:00,2021-11-26 23:02:00,276,68,1276,Dublin,True,BLACKFRIDAY21,23.4,20.0,COMPLETED
100234,2021-02-19 21:48:00,2021-02-19 22:15:00,277,349,1277,Dublin,False,No Discount,23.35,0.0,COMPLETED
100235,2021-09-19 17:03:00,2021-09-19 17:33:00,189,267,1278,Cork,False,No Discount,23.35,0.0,COMPLETED
100236,2021-03-01 17:06:00,2021-03-01 17:33:00,308,205,1279,Dublin,False,No Discount,23.29,0.0,COMPLETED
100237,2021-12-12 17:36:00,2021-12-12 18:09:00,115,205,1280,Dublin,False,No Discount,23.29,0.0,COMPLETED
100238,2021-08-03 21:46:00,2021-08-03 22:16:00,54,71,1281,Cork,False,No Discount,22.9,0.0,COMPLETED
100239,2021-08-06 21:32:00,2021-08-06 22:02:00,154,6,1282,Cork,False,No Discount,22.8,0.0,COMPLETED
100240,2021-08-11 23:25:00,2021-08-11 23:55:00,90,3,1283,Cork,False,No Discount,22.8,0.0,COMPLETED
100241,2021-10-18 19:17:00,2021-10-18 19:44:00,36,186,1284,Cork,True,HAPPYBIRTHDAY,22.8,10.0,COMPLETED
100243,2021-10-24 18:42:00,2021-10-24 19:09:00,320,351,1286,Cork,False,No Discount,22.5,0.0,COMPLETED
100244,2021-11-24 18:14:00,2021-11-24 18:41:00,360,32,1287,Dublin,False,No Discount,22.15,0.0,COMPLETED
100245,2021-05-02 20:12:00,2021-05-02 20:39:00,60,96,1288,Dublin,False,No Discount,21.77,0.0,COMPLETED
100246,2021-06-16 18:57:00,2021-06-16 19:24:00,144,10,1290,Dublin,False,No Discount,21.77,0.0,COMPLETED
100247,2021-06-20 20:20:00,2021-06-20 20:47:00,141,215,1289,Dublin,False,No Discount,21.77,0.0,COMPLETED
100248,2021-04-18 17:48:00,2021-04-18 18:15:00,141,39,1291,Dublin,False,No Discount,21.71,0.0,COMPLETED
100249,2021-05-03 19:18:00,2021-05-03 19:45:00,329,224,1292,Dublin,False,No Discount,21.22,0.0,COMPLETED
100250,2021-05-14 17:03:00,2021-05-14 17:30:00,291,9,1298,Dublin,False,No Discount,20.63,0.0,COMPLETED
100251,2021-06-24 17:19:00,2021-06-24 17:49:00,248,122,1300,Dublin,False,No Discount,20.63,0.0,COMPLETED
100252,2021-08-18 22:26:00,2021-08-18 22:56:00,315,59,1297,Cork,False,No Discount,20.63,0.0,COMPLETED
100253,2021-09-09 21:34:00,2021-09-09 22:04:00,89,239,1296,Cork,False,No Discount,20.63,0.0,COMPLETED
100254,2021-09-10 17:26:00,2021-09-10 17:56:00,246,86,1299,Cork,False,No Discount,20.63,0.0,COMPLETED
100255,2021-10-12 18:32:00,2021-10-12 19:08:00,259,20,1302,Cork,False,No Discount,20.63,0.0,COMPLETED
100256,2021-10-14 17:15:00,2021-10-14 17:45:00,198,69,1301,Cork,False,No Discount,20.63,0.0,COMPLETED
100257,2021-12-03 22:35:00,2021-12-03 23:02:00,34,11,1294,Dublin,False,No Discount,20.63,0.0,COMPLETED
100258,2021-12-16 17:31:00,2021-12-16 17:58:00,225,10,1295,Dublin,False,No Discount,20.63,0.0,COMPLETED
100259,2021-12-30 20:05:00,2021-12-30 20:38:00,390,41,1293,Dublin,False,No Discount,20.63,0.0,COMPLETED
100260,2021-05-12 18:52:00,2021-05-12 19:19:00,328,12,1305,Galway,False,No Discount,20.57,0.0,COMPLETED
100261,2021-09-20 19:02:00,2021-09-20 19:32:00,267,5,1304,Galway,False,No Discount,20.57,0.0,COMPLETED
100262,2021-11-28 20:10:00,2021-11-28 20:37:00,370,205,1303,Galway,False,No Discount,20.57,0.0,COMPLETED
100263,2021-09-16 18:41:00,2021-09-16 19:11:00,118,309,1307,Galway,False,No Discount,20.53,0.0,COMPLETED
100264,2021-11-26 17:54:00,2021-11-26 18:21:00,84,107,1306,Galway,False,No Discount,20.53,0.0,COMPLETED
100265,2021-08-19 18:40:00,2021-08-19 19:10:00,366,20,1308,Galway,False,No Discount,20.49,0.0,COMPLETED
100266,2021-11-26 17:54:00,2021-11-26 18:21:00,116,109,1309,Dublin,True,BLACKFRIDAY21,20.46,20.0,COMPLETED
100267,2021-06-26 18:08:00,2021-06-26 18:35:00,315,91,1310,Dublin,False,No Discount,20.44,0.0,COMPLETED
100268,2021-08-02 21:38:00,2021-08-02 22:08:00,232,238,1311,Cork,False,No Discount,20.43,0.0,COMPLETED
100269,2021-03-30 20:05:00,2021-03-30 20:32:00,89,247,1313,Dublin,False,No Discount,20.41,0.0,COMPLETED
100270,2021-08-18 19:37:00,2021-08-18 20:07:00,292,94,1314,Cork,False,No Discount,20.41,0.0,COMPLETED
100271,2021-08-23 21:05:00,2021-08-23 21:35:00,319,47,1312,Cork,False,No Discount,20.41,0.0,COMPLETED
100272,2021-05-15 23:10:00,2021-05-15 23:37:00,317,356,1315,Dublin,False,No Discount,20.33,0.0,COMPLETED
100273,2021-05-07 17:24:00,2021-05-07 17:51:00,294,20,1316,Dublin,False,No Discount,20.3,0.0,COMPLETED
100274,2021-03-09 23:58:00,2021-03-10 00:25:00,275,66,1317,Dublin,False,No Discount,20.28,0.0,COMPLETED
100275,2021-12-09 18:19:00,2021-12-09 18:52:00,114,9,1318,Dublin,False,No Discount,20.26,0.0,COMPLETED
100276,2021-11-22 17:30:00,2021-11-22 17:57:00,200,84,1319,Dublin,False,No Discount,20.23,0.0,COMPLETED
100277,2021-08-11 19:23:00,2021-08-11 19:53:00,154,123,1320,Cork,False,No Discount,20.17,0.0,COMPLETED
100278,2021-09-26 17:33:00,2021-09-26 18:03:00,302,98,1321,Cork,False,No Discount,20.16,0.0,COMPLETED
100279,2021-05-04 18:34:00,2021-05-04 19:01:00,290,77,1322,Dublin,False,No Discount,20.14,0.0,COMPLETED
100280,2021-04-03 18:02:00,2021-04-03 18:29:00,248,77,1323,Dublin,False,No Discount,20.08,0.0,COMPLETED
100281,2021-03-16 20:44:00,2021-03-16 21:11:00,215,6,1325,Dublin,False,No Discount,20.08,0.0,COMPLETED
100282,2021-03-22 18:15:00,2021-03-22 18:42:00,385,114,1324,Dublin,False,No Discount,20.08,0.0,COMPLETED
100283,2021-05-16 19:38:00,2021-05-16 20:05:00,154,20,1326,Dublin,False,No Discount,20.08,0.0,COMPLETED
100284,2021-06-16 18:19:00,2021-06-16 18:49:00,365,43,1327,Dublin,False,No Discount,20.08,0.0,COMPLETED
100285,2021-09-23 17:59:00,2021-09-23 18:29:00,340,83,1328,Cork,False,No Discount,20.08,0.0,COMPLETED
100286,2021-04-13 19:50:00,2021-04-13 20:17:00,56,20,1329,Dublin,False,No Discount,20.07,0.0,COMPLETED
100287,2021-04-14 21:54:00,2021-04-14 22:21:00,249,282,1331,Dublin,False,No Discount,20.05,0.0,COMPLETED
100288,2021-06-20 18:22:00,2021-06-20 18:52:00,388,100,1330,Dublin,False,No Discount,20.05,0.0,COMPLETED
100289,2021-11-08 17:26:00,2021-11-08 17:53:00,340,47,1332,Dublin,False,No Discount,20.03,0.0,COMPLETED
100290,2021-06-17 20:50:00,2021-06-17 21:20:00,97,98,1015,Dublin,False,No Discount,20.03,0.0,COMPLETED
100291,2021-06-26 21:44:00,2021-06-26 22:11:00,177,127,1333,Dublin,False,No Discount,20.03,0.0,COMPLETED
100292,2021-04-22 17:39:00,2021-04-22 18:06:00,215,59,1334,Dublin,False,No Discount,19.59,0.0,COMPLETED
100293,2021-08-24 21:20:00,2021-08-24 21:50:00,379,36,1338,Cork,False,No Discount,19.59,0.0,COMPLETED
100294,2021-10-01 21:13:00,2021-10-01 21:46:00,159,96,1339,Cork,False,No Discount,19.59,0.0,COMPLETED
100295,2021-11-06 20:16:00,2021-11-06 20:43:00,267,9,1340,Cork,False,No Discount,19.59,0.0,COMPLETED
100296,2021-11-26 20:21:00,2021-11-26 20:48:00,173,316,1335,Dublin,True,BLACKFRIDAY21,19.59,20.0,COMPLETED
100297,2021-11-29 17:44:00,2021-11-29 18:11:00,373,3,1336,Dublin,False,No Discount,19.59,0.0,COMPLETED
100298,2021-12-02 18:51:00,2021-12-02 19:24:00,259,20,1337,Dublin,False,No Discount,19.59,0.0,COMPLETED
100299,2021-05-01 19:13:00,2021-05-01 19:40:00,248,44,1343,Dublin,False,No Discount,19.54,0.0,COMPLETED
100300,2021-08-21 23:20:00,2021-08-21 23:50:00,358,9,1341,Cork,False,No Discount,19.54,0.0,COMPLETED
100301,2021-11-16 23:31:00,2021-11-16 23:58:00,245,76,1342,Dublin,False,No Discount,19.54,0.0,COMPLETED
100302,2021-03-17 20:03:00,2021-03-17 20:30:00,195,249,1344,Dublin,False,No Discount,19.49,0.0,COMPLETED
100303,2021-03-06 18:35:00,2021-03-06 19:02:00,141,44,1347,Dublin,False,No Discount,19.0,0.0,COMPLETED
100304,2021-11-19 17:56:00,2021-11-19 18:23:00,334,316,1346,Dublin,False,No Discount,19.0,0.0,COMPLETED
100305,2021-12-01 23:56:00,2021-12-02 00:23:00,259,221,1345,Dublin,False,No Discount,19.0,0.0,COMPLETED
100306,2021-12-08 18:20:00,2021-12-08 18:47:00,319,8,1348,Dublin,False,No Discount,19.0,0.0,COMPLETED
100307,2021-07-18 20:33:00,2021-07-18 21:03:00,147,100,1349,Cork,False,No Discount,18.72,0.0,COMPLETED
100308,2021-11-06 22:41:00,2021-11-06 23:08:00,184,55,1350,Cork,False,No Discount,18.51,0.0,COMPLETED
100309,2021-09-08 17:28:00,2021-09-08 17:58:00,80,123,1351,Cork,False,No Discount,18.48,0.0,COMPLETED
100310,2021-05-05 21:54:00,2021-05-05 22:21:00,314,259,1355,Dublin,False,No Discount,18.45,0.0,COMPLETED
100311,2021-08-26 20:20:00,2021-08-26 20:50:00,79,107,1354,Cork,True,HAPPYBIRTHDAY,18.45,10.0,COMPLETED
100312,2021-09-13 18:03:00,2021-09-13 18:33:00,248,76,1352,Cork,False,No Discount,18.45,0.0,COMPLETED
100313,2021-11-26 18:52:00,2021-11-26 19:19:00,133,120,1353,Dublin,True,BLACKFRIDAY21,18.45,20.0,COMPLETED
100314,2021-11-26 21:56:00,2021-11-26 22:23:00,160,190,1356,Leitrim,True,BLACKFRIDAY21,18.45,20.0,COMPLETED
100315,2021-03-18 17:50:00,2021-03-18 18:17:00,149,63,1358,Leitrim,True,HAPPYBIRTHDAY,17.96,10.0,COMPLETED
100316,2021-09-07 20:50:00,2021-09-07 21:20:00,114,233,1357,Leitrim,False,No Discount,17.96,0.0,COMPLETED
100317,2021-11-03 18:23:00,2021-11-03 18:50:00,43,8,1359,Leitrim,False,No Discount,17.96,0.0,COMPLETED
100318,2021-11-26 18:38:00,2021-11-26 19:05:00,36,195,1360,Leitrim,True,HAPPYBIRTHDAY,17.94,10.0,COMPLETED
100319,2021-01-13 19:07:00,2021-01-13 19:34:00,43,9,1361,Leitrim,False,No Discount,17.42,0.0,COMPLETED
100320,2021-01-11 17:53:00,2021-01-11 18:20:00,249,271,1362,Leitrim,False,No Discount,17.36,0.0,COMPLETED
100321,2021-02-18 17:55:00,2021-02-18 18:22:00,208,43,1009,Dublin,False,No Discount,17.36,0.0,COMPLETED
100322,2021-03-02 19:11:00,2021-03-02 19:38:00,56,9,1012,Dublin,False,No Discount,16.82,0.0,COMPLETED
100323,2021-03-22 21:46:00,2021-03-22 22:13:00,242,28,1013,Dublin,False,No Discount,16.82,0.0,COMPLETED
100324,2021-06-07 23:37:00,2021-06-08 00:07:00,207,44,1010,Dublin,False,No Discount,16.82,0.0,COMPLETED
100325,2021-08-22 18:18:00,2021-08-22 18:48:00,36,322,1011,Cork,True,HAPPYBIRTHDAY,16.82,10.0,COMPLETED
100326,2021-11-26 21:26:00,2021-11-26 21:53:00,275,12,1015,Dublin,False,No Discount,16.82,0.0,COMPLETED
100327,2021-11-26 22:35:00,2021-11-26 23:02:00,319,28,1014,Dublin,True,BLACKFRIDAY21,16.82,20.0,COMPLETED
100328,2021-06-05 20:38:00,2021-06-05 21:08:00,351,140,1016,Dublin,False,No Discount,16.55,0.0,COMPLETED
100329,2021-11-05 18:07:00,2021-11-05 18:34:00,302,247,1017,Cork,False,No Discount,16.49,0.0,COMPLETED
100330,2021-02-26 18:11:00,2021-02-26 18:38:00,144,83,1019,Dublin,False,No Discount,16.33,0.0,COMPLETED
100331,2021-06-08 17:22:00,2021-06-08 17:52:00,113,43,1020,Dublin,False,No Discount,16.33,0.0,COMPLETED
100332,2021-07-08 20:36:00,2021-07-08 21:06:00,227,316,1018,Cork,False,No Discount,16.33,0.0,COMPLETED
100333,2021-10-26 21:03:00,2021-10-26 21:39:00,376,27,1021,Cork,False,No Discount,16.33,0.0,COMPLETED
100334,2021-11-09 19:19:00,2021-11-09 19:46:00,302,43,1022,Dublin,False,No Discount,16.33,0.0,COMPLETED
100335,2021-12-14 20:17:00,2021-12-14 20:44:00,277,26,1023,Dublin,False,No Discount,16.28,0.0,COMPLETED
100336,2021-04-21 21:06:00,2021-04-21 21:33:00,372,57,1024,Dublin,False,No Discount,16.04,0.0,COMPLETED
100337,2021-04-04 17:49:00,2021-04-04 18:16:00,302,30,1025,Dublin,False,No Discount,15.92,0.0,COMPLETED
100338,2021-02-01 21:00:00,2021-02-01 21:27:00,147,9,1026,Dublin,False,No Discount,15.79,0.0,COMPLETED
100339,2021-10-07 18:10:00,2021-10-07 18:40:00,346,20,1027,Cork,False,No Discount,15.6,0.0,COMPLETED
100340,2021-08-23 18:14:00,2021-08-23 18:44:00,189,194,1028,Kerry,False,No Discount,15.48,0.0,COMPLETED
100341,2021-07-24 18:45:00,2021-07-24 19:15:00,105,29,1029,Kerry,False,No Discount,15.41,0.0,COMPLETED
100342,2021-11-26 22:25:00,2021-11-26 22:52:00,177,186,1030,Kerry,True,BLACKFRIDAY21,15.35,20.0,COMPLETED
100343,2021-07-27 18:24:00,2021-07-27 18:54:00,139,57,1031,Kerry,False,No Discount,15.29,0.0,COMPLETED
100344,2021-09-10 19:14:00,2021-09-10 19:44:00,170,43,1032,Kerry,False,No Discount,15.24,0.0,COMPLETED
100345,2021-02-27 21:19:00,2021-02-27 21:46:00,177,170,1033,Kerry,False,No Discount,14.97,0.0,COMPLETED
100346,2021-05-06 21:03:00,2021-05-06 21:30:00,155,88,1034,Kerry,False,No Discount,14.69,0.0,COMPLETED
100347,2021-12-27 20:00:00,2021-12-27 20:33:00,411,314,1035,Dublin,False,No Discount,14.67,0.0,COMPLETED
100348,2021-01-12 18:47:00,2021-01-12 19:14:00,345,211,1036,Leitrim,False,No Discount,14.65,0.0,COMPLETED
100349,2021-03-18 20:49:00,2021-03-18 21:16:00,290,26,1037,Leitrim,False,No Discount,14.65,0.0,COMPLETED
100350,2021-05-16 19:38:00,2021-05-16 20:05:00,86,3,1038,Leitrim,False,No Discount,14.65,0.0,COMPLETED
100351,2021-07-09 19:28:00,2021-07-09 19:58:00,125,249,1039,Leitrim,False,No Discount,14.65,0.0,COMPLETED
100352,2021-12-22 18:14:00,2021-12-22 18:47:00,77,205,1040,Leitrim,False,No Discount,14.65,0.0,COMPLETED
100353,2021-11-26 17:07:00,2021-11-26 17:34:00,60,41,1041,Leitrim,False,No Discount,14.59,0.0,COMPLETED
100354,2021-12-20 20:33:00,2021-12-20 21:06:00,243,284,1042,Leitrim,False,No Discount,14.47,0.0,COMPLETED
100355,2021-10-17 17:53:00,2021-10-17 18:32:00,319,7,1043,Cork,False,No Discount,14.4,0.0,COMPLETED
100356,2021-02-19 17:59:00,2021-02-19 18:26:00,273,9,1044,Dublin,False,No Discount,14.28,0.0,COMPLETED
100357,2021-07-24 20:19:00,2021-07-24 20:49:00,189,154,1045,Cork,False,No Discount,14.21,0.0,COMPLETED
100358,2021-04-18 21:18:00,2021-04-18 21:45:00,205,90,1046,Dublin,False,No Discount,14.16,0.0,COMPLETED
100359,2021-10-27 17:05:00,2021-10-27 17:35:00,411,185,1047,Cork,False,No Discount,14.16,0.0,COMPLETED
100360,2021-12-18 19:33:00,2021-12-18 20:00:00,248,88,1048,Dublin,False,No Discount,14.15,0.0,COMPLETED
100361,2021-11-16 19:17:00,2021-11-16 19:44:00,41,12,1049,Dublin,False,No Discount,14.09,0.0,COMPLETED
100362,2021-08-28 17:14:00,2021-08-28 17:44:00,240,62,1050,Cork,False,No Discount,14.02,0.0,COMPLETED
100363,2021-05-22 17:07:00,2021-05-22 17:34:00,370,20,1051,Dublin,False,No Discount,13.96,0.0,COMPLETED
100364,2021-08-22 20:55:00,2021-08-22 21:25:00,365,63,1052,Cork,False,No Discount,13.9,0.0,COMPLETED
100365,2021-12-27 18:17:00,2021-12-27 18:50:00,49,41,1053,Dublin,False,No Discount,13.52,0.0,COMPLETED
100366,2021-05-21 21:19:00,2021-05-21 21:46:00,365,29,1054,Dublin,False,No Discount,13.33,0.0,COMPLETED
100367,2021-07-20 17:05:00,2021-07-20 17:35:00,222,5,1055,Cork,False,No Discount,13.27,0.0,COMPLETED
100368,2021-10-05 17:29:00,2021-10-05 17:56:00,327,48,1056,Cork,False,No Discount,13.08,0.0,COMPLETED
100369,2021-05-09 19:37:00,2021-05-09 20:04:00,232,309,1057,Dublin,False,No Discount,12.95,0.0,COMPLETED
100370,2021-06-05 23:44:00,2021-06-06 00:14:00,29,8,1042,Dublin,False,No Discount,12.64,0.0,COMPLETED
100371,2021-02-26 20:31:00,2021-02-26 20:58:00,424,106,1058,Dublin,False,No Discount,12.57,0.0,COMPLETED
100372,2021-05-03 18:25:00,2021-05-03 18:52:00,336,194,1059,Dublin,False,No Discount,12.51,0.0,COMPLETED
100373,2021-12-23 18:10:00,2021-12-23 18:37:00,137,83,1060,Dublin,False,No Discount,12.45,0.0,COMPLETED
100374,2021-10-07 17:25:00,2021-10-07 17:59:00,248,47,1061,Cork,False,No Discount,12.0,0.0,COMPLETED
100375,2021-12-17 18:25:00,2021-12-17 18:52:00,92,20,1039,Dublin,False,No Discount,11.81,0.0,COMPLETED
100376,2021-10-30 17:08:00,2021-10-30 17:35:00,172,84,1062,Cork,False,No Discount,11.69,0.0,COMPLETED
100377,2021-09-01 18:47:00,2021-09-01 19:17:00,166,205,1063,Cork,False,No Discount,11.63,0.0,COMPLETED
100378,2021-07-22 17:32:00,2021-07-22 18:02:00,194,9,1064,Cork,False,No Discount,11.56,0.0,COMPLETED
100379,2021-10-13 17:58:00,2021-10-13 18:25:00,328,81,1065,Cork,False,No Discount,11.31,0.0,COMPLETED
100380,2021-07-01 20:06:00,2021-07-01 20:36:00,222,20,1066,Dublin,False,No Discount,11.12,0.0,COMPLETED
100381,2021-11-27 20:29:00,2021-11-27 20:56:00,101,44,1067,Dublin,False,No Discount,11.06,0.0,COMPLETED
100382,2021-12-24 18:17:00,2021-12-24 18:44:00,287,121,1068,Dublin,False,No Discount,10.93,0.0,COMPLETED
100383,2021-04-04 18:11:00,2021-04-04 18:38:00,313,28,1069,Dublin,False,No Discount,10.61,0.0,COMPLETED
100384,2021-04-15 23:08:00,2021-04-15 23:35:00,257,128,1070,Dublin,False,No Discount,10.55,0.0,COMPLETED
100385,2021-11-26 23:35:00,2021-11-27 00:02:00,245,96,1071,Dublin,True,BLACKFRIDAY21,10.49,20.0,COMPLETED
100386,2021-06-29 18:26:00,2021-06-29 18:56:00,259,68,1072,Dublin,False,No Discount,10.36,0.0,COMPLETED
100387,2021-11-26 22:35:00,2021-11-26 23:02:00,324,100,1073,Dublin,True,BLACKFRIDAY21,10.3,20.0,COMPLETED
100388,2021-09-24 21:35:00,2021-09-24 22:05:00,29,107,1260,Cork,False,No Discount,10.24,0.0,COMPLETED
100389,2021-09-04 19:39:00,2021-09-04 20:09:00,175,157,1074,Cork,False,No Discount,10.05,0.0,COMPLETED
100390,2021-03-14 16:01:00,2021-03-14 16:28:00,144,258,1075,Dublin,False,No Discount,9.48,0.0,COMPLETED
100391,2021-08-24 20:50:00,2021-08-24 21:20:00,79,8,1076,Cork,True,HAPPYBIRTHDAY,9.42,10.0,COMPLETED
100392,2021-06-04 20:50:00,2021-06-04 21:20:00,118,270,1077,Galway,False,No Discount,9.35,0.0,COMPLETED
100393,2021-07-12 21:06:00,2021-07-12 21:36:00,90,20,1078,Galway,False,No Discount,9.29,0.0,COMPLETED
100394,2021-12-08 19:16:00,2021-12-08 19:43:00,330,44,1079,Galway,False,No Discount,9.24,0.0,COMPLETED
100395,2021-03-23 18:09:00,2021-03-23 18:36:00,396,5,1080,Galway,False,No Discount,9.23,0.0,COMPLETED
100396,2021-07-17 23:01:00,2021-07-17 23:31:00,367,107,1081,Galway,False,No Discount,9.1,0.0,COMPLETED
100397,2021-07-06 17:36:00,2021-07-06 18:06:00,277,38,1082,Galway,False,No Discount,9.04,0.0,COMPLETED
100398,2021-07-17 20:53:00,2021-07-17 21:23:00,227,313,1083,Cork,False,No Discount,8.97,0.0,COMPLETED
100399,2021-01-02 18:12:00,2021-01-02 18:39:00,245,45,1084,Dublin,False,No Discount,8.85,0.0,COMPLETED
100400,2021-10-12 21:24:00,2021-10-12 22:00:00,245,350,1085,Cork,False,No Discount,8.72,0.0,COMPLETED
100401,2022-01-03 17:06:00,2022-01-03 17:39:00,290,178,1155,Dublin,False,No Discount,31.99,0.0,COMPLETED
100402,2022-01-04 17:41:00,2022-01-04 18:20:00,174,183,1014,Dublin,False,No Discount,28.78,0.0,COMPLETED
100403,2022-01-08 20:11:00,2022-01-08 20:44:00,214,213,1198,Dublin,False,No Discount,31.07,0.0,COMPLETED
100404,2022-01-12 18:16:00,2022-01-12 18:49:00,200,47,1002,Dublin,False,No Discount,20.63,0.0,COMPLETED
100405,2022-01-12 18:41:00,2022-01-12 19:17:00,355,8,1249,Dublin,False,No Discount,30.47,0.0,COMPLETED
100406,2022-01-13 20:01:00,2022-01-13 20:34:00,354,100,1113,Dublin,False,No Discount,40.75,0.0,COMPLETED
100407,2022-01-15 17:10:00,2022-01-15 17:46:00,257,262,1311,Cork,False,No Discount,14.16,0.0,COMPLETED
100408,2022-01-19 21:53:00,2022-01-19 22:26:00,155,38,1099,Cork,False,No Discount,20.3,0.0,COMPLETED
100409,2022-01-20 20:36:00,2022-01-20 21:09:00,222,72,1230,Cork,False,No Discount,35.21,0.0,COMPLETED
100410,2022-01-22 21:14:00,2022-01-22 21:47:00,357,47,1091,Cork,False,No Discount,26.61,0.0,COMPLETED
100411,2022-01-23 17:32:00,2022-01-23 18:08:00,397,312,1062,Cork,False,No Discount,28.73,0.0,COMPLETED
100412,2022-01-26 18:52:00,2022-01-26 19:28:00,168,194,1288,Cork,False,No Discount,20.57,0.0,COMPLETED
100413,2022-01-29 18:11:00,2022-01-29 18:47:00,431,76,1251,Cork,False,No Discount,29.16,0.0,COMPLETED
100414,2022-02-01 17:36:00,2022-02-01 18:12:00,249,197,1294,Cork,False,No Discount,22.89,0.0,COMPLETED
100415,2022-02-04 17:40:00,2022-02-04 18:16:00,86,8,1013,Cork,False,No Discount,20.57,0.0,COMPLETED
100416,2022-02-06 21:41:00,2022-02-06 22:17:00,277,109,1260,Cork,False,No Discount,23.39,0.0,COMPLETED
100417,2022-02-08 17:58:00,2022-02-08 18:34:00,73,48,1040,Cork,True,HAPPYBIRTHDAY,18.48,10.0,COMPLETED
100418,2022-02-08 20:42:00,2022-02-08 21:18:00,259,10,1277,Cork,False,No Discount,27.75,0.0,COMPLETED
100419,2022-02-08 21:01:00,2022-02-08 21:37:00,97,98,1350,Cork,False,No Discount,79.24,0.0,COMPLETED
100420,2022-02-09 18:24:00,2022-02-09 19:00:00,276,63,1354,Cork,False,No Discount,28.29,0.0,COMPLETED
100421,2022-02-10 17:18:00,2022-02-10 17:54:00,282,169,1339,Cork,False,No Discount,20.36,0.0,COMPLETED
100422,2022-02-10 23:54:00,2022-02-11 00:30:00,362,10,1030,Cork,False,No Discount,45.69,0.0,COMPLETED
100423,2022-02-11 18:28:00,2022-02-11 19:04:00,245,220,1287,Cork,False,No Discount,28.73,0.0,COMPLETED
100424,2022-02-12 17:31:00,2022-02-12 18:07:00,215,68,1279,Cork,False,No Discount,28.29,0.0,COMPLETED
100425,2022-02-12 18:44:00,2022-02-12 19:20:00,215,20,1279,Cork,False,No Discount,23.62,0.0,COMPLETED
100426,2022-02-13 20:45:00,2022-02-13 21:21:00,267,124,1032,Cork,False,No Discount,15.24,0.0,COMPLETED
100427,2022-02-15 17:11:00,2022-02-15 17:47:00,367,12,1088,Cork,False,No Discount,42.38,0.0,COMPLETED
100428,2022-02-15 19:55:00,2022-02-15 20:31:00,320,233,1229,Cork,False,No Discount,28.78,0.0,COMPLETED
100429,2022-02-17 22:55:00,2022-02-17 23:31:00,235,159,1299,Cork,False,No Discount,20.36,0.0,COMPLETED
100430,2022-02-18 19:10:00,2022-02-18 19:46:00,43,12,1021,Cork,False,No Discount,21.77,0.0,COMPLETED
100431,2022-02-18 19:54:00,2022-02-18 20:30:00,357,20,1232,Cork,False,No Discount,32.1,0.0,COMPLETED
100432,2022-02-20 20:12:00,2022-02-20 20:48:00,267,5,1028,Cork,False,No Discount,21.77,0.0,COMPLETED
100433,2022-02-20 21:16:00,2022-02-20 21:52:00,168,195,1295,Cork,False,No Discount,28.24,0.0,COMPLETED
100434,2022-02-22 21:48:00,2022-02-22 22:24:00,248,347,1085,Cork,False,No Discount,42.49,0.0,COMPLETED
100435,2022-02-24 18:43:00,2022-02-24 19:19:00,366,9,1093,Cork,False,No Discount,41.89,0.0,COMPLETED
100436,2022-02-27 17:25:00,2022-02-27 18:01:00,73,127,1253,Cork,True,HAPPYBIRTHDAY,29.02,10.0,COMPLETED
100437,2022-02-27 20:11:00,2022-02-27 20:47:00,245,30,1020,Cork,False,No Discount,28.84,0.0,COMPLETED
100438,2022-02-27 20:30:00,2022-02-27 21:06:00,144,62,1317,Cork,False,No Discount,14.34,0.0,COMPLETED
100439,2022-02-28 21:19:00,2022-02-28 21:55:00,48,6,1255,Cork,False,No Discount,13.84,0.0,COMPLETED
100440,2022-03-01 20:27:00,2022-03-01 21:03:00,317,297,1103,Cork,False,No Discount,29.58,0.0,COMPLETED
100441,2022-03-02 17:32:00,2022-03-02 18:08:00,322,112,1036,Cork,False,No Discount,28.29,0.0,COMPLETED
100442,2022-03-03 18:36:00,2022-03-03 19:12:00,166,233,1270,Cork,False,No Discount,8.91,0.0,COMPLETED
100443,2022-03-04 20:07:00,2022-03-04 20:43:00,345,69,1060,Cork,False,No Discount,23.35,0.0,COMPLETED
100444,2022-03-04 21:15:00,2022-03-04 21:51:00,145,107,1168,Cork,True,HAPPYBIRTHDAY,31.61,10.0,COMPLETED
